DC,ID,CONDITION,FREQUENCY,GENDERS,AROUSAL,VALENCE
0.048646058900639,12,1,0.15,0,3.88888888888889,4
0.0576357179713344,12,1,0.175,0,3.88888888888889,4
0.0671268274479013,12,1,0.2,0,3.88888888888889,4
0.0763540617466139,12,1,0.225,0,3.88888888888889,4
0.0844509145302766,12,1,0.25,0,3.88888888888889,4
0.0906262105048393,12,1,0.275,0,3.88888888888889,4
0.0943597429224874,12,1,0.3,0,3.88888888888889,4
0.0955195567490288,12,1,0.325,0,3.88888888888889,4
0.0943446853610231,12,1,0.35,0,3.88888888888889,4
0.0913188490374644,12,1,0.375,0,3.88888888888889,4
0.0870117413621622,12,1,0.4,0,3.88888888888889,4
0.0819544553536626,12,1,0.425,0,3.88888888888889,4
0.0765737735329742,12,1,0.45,0,3.88888888888889,4
0.0711762990370502,12,1,0.475,0,3.88888888888889,4
0.0659615172171711,12,1,0.5,0,3.88888888888889,4
0.0610458011305102,12,1,0.525,0,3.88888888888889,4
0.0564867150114092,12,1,0.55,0,3.88888888888889,4
0.0523030783485586,12,1,0.575,0,3.88888888888889,4
0.0484898183157987,12,1,0.6,0,3.88888888888889,4
0.0450282208128559,12,1,0.625,0,3.88888888888889,4
0.0418926498938565,12,1,0.65,0,3.88888888888889,4
0.0390547609838134,12,1,0.675,0,3.88888888888889,4
0.0364860232890557,12,1,0.7,0,3.88888888888889,4
0.0341591426854722,12,1,0.725,0,3.88888888888889,4
0.0320487911752947,12,1,0.75,0,3.88888888888889,4
0.0301319120388095,12,1,0.775,0,3.88888888888889,4
0.0283877744725417,12,1,0.8,0,3.88888888888889,4
0.0267978875735067,12,1,0.825,0,3.88888888888889,4
0.0253458417094121,12,1,0.85,0,3.88888888888889,4
0.0240171184508667,12,1,0.875,0,3.88888888888889,4
0.0227988932390431,12,1,0.9,0,3.88888888888889,4
0.0216798443507841,12,1,0.925,0,3.88888888888889,4
0.0206499752022325,12,1,0.95,0,3.88888888888889,4
0.0197004531026603,12,1,0.975,0,3.88888888888889,4
0.0188234652669234,12,1,1,0,3.88888888888889,4
0.0180120916014685,12,1,1.025,0,3.88888888888889,4
0.0172601931041965,12,1,1.05,0,3.88888888888889,4
0.0165623144164169,12,1,1.075,0,3.88888888888889,4
0.0159135989815431,12,1,1.1,0,3.88888888888889,4
0.015309715304478,12,1,1.125,0,3.88888888888889,4
0.0147467929092764,12,1,1.15,0,3.88888888888889,4
0.0142213667253522,12,1,1.175,0,3.88888888888889,4
0.0137303287735061,12,1,1.2,0,3.88888888888889,4
0.0132708861607186,12,1,1.225,0,3.88888888888889,4
0.0128405245208465,12,1,1.25,0,3.88888888888889,4
0.0124369761543012,12,1,1.275,0,3.88888888888889,4
0.012058192222668,12,1,1.3,0,3.88888888888889,4
0.011702318444328,12,1,1.325,0,3.88888888888889,4
0.011367673815373,12,1,1.35,0,3.88888888888889,4
0.0110527319475824,12,1,1.375,0,3.88888888888889,4
0.0107561046732104,12,1,1.4,0,3.88888888888889,4
0.0104765276159836,12,1,1.425,0,3.88888888888889,4
0.0102128474701786,12,1,1.45,0,3.88888888888889,4
0.00996401076591251,12,1,1.475,0,3.88888888888889,4
0.00972905392974876,12,1,1.5,0,3.88888888888889,4
0.00950709447616577,12,1,1.525,0,3.88888888888889,4
0.0092973231880191,12,1,1.55,0,3.88888888888889,4
0.00909899716343961,12,1,1.575,0,3.88888888888889,4
0.00891143362312912,12,1,1.6,0,3.88888888888889,4
0.00873400438616635,12,1,1.625,0,3.88888888888889,4
0.00856613093457166,12,1,1.65,0,3.88888888888889,4
0.00840727999730129,12,1,1.675,0,3.88888888888889,4
0.00825695959330472,12,1,1.7,0,3.88888888888889,4
0.00811471548099892,12,1,1.725,0,3.88888888888889,4
0.00798012796817224,12,1,1.75,0,3.88888888888889,4
0.0078528090420848,12,1,1.775,0,3.88888888888889,4
0.0077323997845115,12,1,1.8,0,3.88888888888889,4
0.00761856804079007,12,1,1.825,0,3.88888888888889,4
0.00751100631568433,12,1,1.85,0,3.88888888888889,4
0.00740942987213251,12,1,1.875,0,3.88888888888889,4
0.00731357501179014,12,1,1.9,0,3.88888888888889,4
0.00722319751875558,12,1,1.925,0,3.88888888888889,4
0.00713807125003278,12,1,1.95,0,3.88888888888889,4
0.00705798685818325,12,1,1.975,0,3.88888888888889,4
0.00698275063328458,12,1,2,0,3.88888888888889,4
0.00691218345277515,12,1,2.025,0,3.88888888888889,4
0.00684611982905396,12,1,2.05,0,3.88888888888889,4
0.00678440704584124,12,1,2.075,0,3.88888888888889,4
0.00672690437531024,12,1,2.1,0,3.88888888888889,4
0.00667348236889157,12,1,2.125,0,3.88888888888889,4
0.00662402221544205,12,1,2.15,0,3.88888888888889,4
0.00657841516117383,12,1,2.175,0,3.88888888888889,4
0.00653656198636786,12,1,2.2,0,3.88888888888889,4
0.00649837253445785,12,1,2.225,0,3.88888888888889,4
0.00646376528957592,12,1,2.25,0,3.88888888888889,4
0.00643266699910531,12,1,2.275,0,3.88888888888889,4
0.0064050123381974,12,1,2.3,0,3.88888888888889,4
0.00638074361358348,12,1,2.325,0,3.88888888888889,4
0.00635981050435245,12,1,2.35,0,3.88888888888889,4
0.00634216983767929,12,1,2.375,0,3.88888888888889,4
0.00632778539777683,12,1,2.4,0,3.88888888888889,4
0.00631662776661322,12,1,2.425,0,3.88888888888889,4
0.00630867419518796,12,1,2.45,0,3.88888888888889,4
0.00630390850439781,12,1,2.475,0,3.88888888888889,4
0.926436104722947,12,1,0,0,2.72222222222222,2.94444444444444
0.0196309774121701,12,1,0.025,0,2.72222222222222,2.94444444444444
0.0056855468666956,12,1,0.05,0,2.72222222222222,2.94444444444444
0.00307278339352559,12,1,0.075,0,2.72222222222222,2.94444444444444
0.00217231713401778,12,1,0.1,0,2.72222222222222,2.94444444444444
0.00176956980904952,12,1,0.125,0,2.72222222222222,2.94444444444444
0.00155886158219577,12,1,0.15,0,2.72222222222222,2.94444444444444
0.0014299992446439,12,1,0.175,0,2.72222222222222,2.94444444444444
0.00133195602974159,12,1,0.2,0,2.72222222222222,2.94444444444444
0.00123755075952762,12,1,0.225,0,2.72222222222222,2.94444444444444
0.00113354018410706,12,1,0.25,0,2.72222222222222,2.94444444444444
0.0010173365621169,12,1,0.275,0,2.72222222222222,2.94444444444444
0.000893851600265578,12,1,0.3,0,2.72222222222222,2.94444444444444
0.00077118998732538,12,1,0.325,0,2.72222222222222,2.94444444444444
0.000656724500233653,12,1,0.35,0,2.72222222222222,2.94444444444444
0.000555062552092134,12,1,0.375,0,2.72222222222222,2.94444444444444
0.000467909192813761,12,1,0.4,0,2.72222222222222,2.94444444444444
0.000394898423527091,12,1,0.425,0,2.72222222222222,2.94444444444444
0.000334553848122484,12,1,0.45,0,2.72222222222222,2.94444444444444
0.000284998675932507,12,1,0.475,0,2.72222222222222,2.94444444444444
0.000244366680258611,12,1,0.5,0,2.72222222222222,2.94444444444444
0.000210992894519697,12,1,0.525,0,2.72222222222222,2.94444444444444
0.000183474367537147,12,1,0.55,0,2.72222222222222,2.94444444444444
0.000160665857181144,12,1,0.575,0,2.72222222222222,2.94444444444444
0.000141648652760831,12,1,0.6,0,2.72222222222222,2.94444444444444
0.000125692224921308,12,1,0.625,0,2.72222222222222,2.94444444444444
0.000112217639105548,12,1,0.65,0,2.72222222222222,2.94444444444444
0.00010076605265978,12,1,0.675,0,2.72222222222222,2.94444444444444
9.09729510417179e-05,12,1,0.7,0,2.72222222222222,2.94444444444444
8.25476590032653e-05,12,1,0.725,0,2.72222222222222,2.94444444444444
7.52572941594143e-05,12,1,0.75,0,2.72222222222222,2.94444444444444
6.89142977365204e-05,12,1,0.775,0,2.72222222222222,2.94444444444444
6.33667757603172e-05,12,1,0.8,0,2.72222222222222,2.94444444444444
5.84910185713879e-05,12,1,0.825,0,2.72222222222222,2.94444444444444
5.4185697027755e-05,12,1,0.85,0,2.72222222222222,2.94444444444444
5.03673456596733e-05,12,1,0.875,0,2.72222222222222,2.94444444444444
4.69668335276585e-05,12,1,0.9,0,2.72222222222222,2.94444444444444
4.39265943961287e-05,12,1,0.925,0,2.72222222222222,2.94444444444444
4.11984423317962e-05,12,1,0.95,0,2.72222222222222,2.94444444444444
3.87418403258535e-05,12,1,0.975,0,2.72222222222222,2.94444444444444
3.65225209637912e-05,12,1,1,0,2.72222222222222,2.94444444444444
3.45113819215711e-05,12,1,1.025,0,2.72222222222222,2.94444444444444
3.26835970270789e-05,12,1,1.05,0,2.72222222222222,2.94444444444444
3.10178972271118e-05,12,1,1.075,0,2.72222222222222,2.94444444444444
2.94959861276787e-05,12,1,1.1,0,2.72222222222222,2.94444444444444
2.81020626432403e-05,12,1,1.125,0,2.72222222222222,2.94444444444444
2.68224293072996e-05,12,1,1.15,0,2.72222222222222,2.94444444444444
2.56451694169141e-05,12,1,1.175,0,2.72222222222222,2.94444444444444
2.45598797467397e-05,12,1,1.2,0,2.72222222222222,2.94444444444444
2.35574483282064e-05,12,1,1.225,0,2.72222222222222,2.94444444444444
2.26298689369536e-05,12,1,1.25,0,2.72222222222222,2.94444444444444
2.17700856101599e-05,12,1,1.275,0,2.72222222222222,2.94444444444444
2.09718618331998e-05,12,1,1.3,0,2.72222222222222,2.94444444444444
2.02296700742476e-05,12,1,1.325,0,2.72222222222222,2.94444444444444
1.95385981685205e-05,12,1,1.35,0,2.72222222222222,2.94444444444444
1.88942697085383e-05,12,1,1.375,0,2.72222222222222,2.94444444444444
1.82927761197257e-05,12,1,1.4,0,2.72222222222222,2.94444444444444
1.7730618520121e-05,12,1,1.425,0,2.72222222222222,2.94444444444444
1.72046578007059e-05,12,1,1.45,0,2.72222222222222,2.94444444444444
1.67120716359349e-05,12,1,1.475,0,2.72222222222222,2.94444444444444
1.62503173556236e-05,12,1,1.5,0,2.72222222222222,2.94444444444444
1.58170997898498e-05,12,1,1.525,0,2.72222222222222,2.94444444444444
1.54103433460628e-05,12,1,1.55,0,2.72222222222222,2.94444444444444
1.50281676986403e-05,12,1,1.575,0,2.72222222222222,2.94444444444444
1.46688665707626e-05,12,1,1.6,0,2.72222222222222,2.94444444444444
1.43308891707645e-05,12,1,1.625,0,2.72222222222222,2.94444444444444
1.40128239133063e-05,12,1,1.65,0,2.72222222222222,2.94444444444444
1.37133841123776e-05,12,1,1.675,0,2.72222222222222,2.94444444444444
1.34313953803945e-05,12,1,1.7,0,2.72222222222222,2.94444444444444
1.31657845071652e-05,12,1,1.725,0,2.72222222222222,2.94444444444444
1.29155696256292e-05,12,1,1.75,0,2.72222222222222,2.94444444444444
1.26798514991481e-05,12,1,1.775,0,2.72222222222222,2.94444444444444
1.24578057886247e-05,12,1,1.8,0,2.72222222222222,2.94444444444444
1.22486761776009e-05,12,1,1.825,0,2.72222222222222,2.94444444444444
1.20517682503371e-05,12,1,1.85,0,2.72222222222222,2.94444444444444
1.1866444032194e-05,12,1,1.875,0,2.72222222222222,2.94444444444444
1.16921171138478e-05,12,1,1.9,0,2.72222222222222,2.94444444444444
1.15282482912916e-05,12,1,1.925,0,2.72222222222222,2.94444444444444
1.13743416625087e-05,12,1,1.95,0,2.72222222222222,2.94444444444444
1.12299411293644e-05,12,1,1.975,0,2.72222222222222,2.94444444444444
1.10946272598616e-05,12,1,2,0,2.72222222222222,2.94444444444444
1.09680144715911e-05,12,1,2.025,0,2.72222222222222,2.94444444444444
1.08497485021269e-05,12,1,2.05,0,2.72222222222222,2.94444444444444
1.07395041363802e-05,12,1,2.075,0,2.72222222222222,2.94444444444444
1.06369831646247e-05,12,1,2.1,0,2.72222222222222,2.94444444444444
1.05419125481352e-05,12,1,2.125,0,2.72222222222222,2.94444444444444
1.04540427721962e-05,12,1,2.15,0,2.72222222222222,2.94444444444444
1.03731463686998e-05,12,1,2.175,0,2.72222222222222,2.94444444444444
1.02990165927229e-05,12,1,2.2,0,2.72222222222222,2.94444444444444
1.02314662393762e-05,12,1,2.225,0,2.72222222222222,2.94444444444444
1.01703265889054e-05,12,1,2.25,0,2.72222222222222,2.94444444444444
1.01154464695201e-05,12,1,2.275,0,2.72222222222222,2.94444444444444
1.00666914287572e-05,12,1,2.3,0,2.72222222222222,2.94444444444444
1.00239430053783e-05,12,1,2.325,0,2.72222222222222,2.94444444444444
9.98709809487306e-06,12,1,2.35,0,2.72222222222222,2.94444444444444
9.95606840260931e-06,12,1,2.375,0,2.72222222222222,2.94444444444444
9.93077997955725e-06,12,1,2.4,0,2.72222222222222,2.94444444444444
9.91117283632418e-06,12,1,2.425,0,2.72222222222222,2.94444444444444
9.89720063198858e-06,12,1,2.45,0,2.72222222222222,2.94444444444444
9.88883043492431e-06,12,1,2.475,0,2.72222222222222,2.94444444444444
0.0614199209517964,12,1,0,0,1.33333333333333,1.5
0.0612737961219041,12,1,0.025,0,1.33333333333333,1.5
0.0617439471551423,12,1,0.05,0,1.33333333333333,1.5
0.0624970583412901,12,1,0.075,0,1.33333333333333,1.5
0.0634672143356851,12,1,0.1,0,1.33333333333333,1.5
0.0645932717119078,12,1,0.125,0,1.33333333333333,1.5
0.0658216694918489,12,1,0.15,0,1.33333333333333,1.5
0.0671092659121841,12,1,0.175,0,1.33333333333333,1.5
0.0684218695803478,12,1,0.2,0,1.33333333333333,1.5
0.0697297565136635,12,1,0.225,0,1.33333333333333,1.5
0.0710014286209369,12,1,0.25,0,1.33333333333333,1.5
0.0721961224754803,12,1,0.275,0,1.33333333333333,1.5
0.0732549532574887,12,1,0.3,0,1.33333333333333,1.5
0.0740904214127766,12,1,0.325,0,1.33333333333333,1.5
0.0745746922625335,12,1,0.35,0,1.33333333333333,1.5
0.0745293391556635,12,1,0.375,0,1.33333333333333,1.5
0.0737243272248414,12,1,0.4,0,1.33333333333333,1.5
0.0719024566610873,12,1,0.425,0,1.33333333333333,1.5
0.0688528621444525,12,1,0.45,0,1.33333333333333,1.5
0.0645463899996049,12,1,0.475,0,1.33333333333333,1.5
0.0592905210970851,12,1,0.5,0,1.33333333333333,1.5
0.0537762283200683,12,1,0.525,0,1.33333333333333,1.5
0.0488924176229224,12,1,0.55,0,1.33333333333333,1.5
0.0453757500502182,12,1,0.575,0,1.33333333333333,1.5
0.043554598339673,12,1,0.6,0,1.33333333333333,1.5
0.0433515485711827,12,1,0.625,0,1.33333333333333,1.5
0.0444596394103092,12,1,0.65,0,1.33333333333333,1.5
0.0465227046254276,12,1,0.675,0,1.33333333333333,1.5
0.0492372577891542,12,1,0.7,0,1.33333333333333,1.5
0.0523830938594926,12,1,0.725,0,1.33333333333333,1.5
0.055816677746906,12,1,0.75,0,1.33333333333333,1.5
0.0594528556277898,12,1,0.775,0,1.33333333333333,1.5
0.0632469607423379,12,1,0.8,0,1.33333333333333,1.5
0.0671810426646811,12,1,0.825,0,1.33333333333333,1.5
0.0712543585712619,12,1,0.85,0,1.33333333333333,1.5
0.0754771918572355,12,1,0.875,0,1.33333333333333,1.5
0.0798669913920622,12,1,0.9,0,1.33333333333333,1.5
0.0844460414332713,12,1,0.925,0,1.33333333333333,1.5
0.0892401117128035,12,1,0.95,0,1.33333333333333,1.5
0.0942777252334499,12,1,0.975,0,1.33333333333333,1.5
0.0995898117769952,12,1,1,0,1.33333333333333,1.5
0.1052096003624,12,1,1.025,0,1.33333333333333,1.5
0.111172657648012,12,1,1.05,0,1.33333333333333,1.5
0.117517012242359,12,1,1.075,0,1.33333333333333,1.5
0.124283324408508,12,1,1.1,0,1.33333333333333,1.5
0.131515071440872,12,1,1.125,0,1.33333333333333,1.5
0.139258723982542,12,1,1.15,0,1.33333333333333,1.5
0.147563889480586,12,1,1.175,0,1.33333333333333,1.5
0.156483396844605,12,1,1.2,0,1.33333333333333,1.5
0.166073291720081,12,1,1.225,0,1.33333333333333,1.5
0.176392704891398,12,1,1.25,0,1.33333333333333,1.5
0.187503547357149,12,1,1.275,0,1.33333333333333,1.5
0.19946997476359,12,1,1.3,0,1.33333333333333,1.5
0.212357551501892,12,1,1.325,0,1.33333333333333,1.5
0.226232031581417,12,1,1.35,0,1.33333333333333,1.5
0.241157660671054,12,1,1.375,0,1.33333333333333,1.5
0.257194893598002,12,1,1.4,0,1.33333333333333,1.5
0.274397417434354,12,1,1.425,0,1.33333333333333,1.5
0.292808376912512,12,1,1.45,0,1.33333333333333,1.5
0.312455722826215,12,1,1.475,0,1.33333333333333,1.5
0.333346653452965,12,1,1.5,0,1.33333333333333,1.5
0.355461202981679,12,1,1.525,0,1.33333333333333,1.5
0.378745157854495,12,1,1.55,0,1.33333333333333,1.5
0.403102656524747,12,1,1.575,0,1.33333333333333,1.5
0.428389046758396,12,1,1.6,0,1.33333333333333,1.5
0.45440481941944,12,1,1.625,0,1.33333333333333,1.5
0.480891670819497,12,1,1.65,0,1.33333333333333,1.5
0.507531906340748,12,1,1.675,0,1.33333333333333,1.5
0.533952406375569,12,1,1.7,0,1.33333333333333,1.5
0.559734148242501,12,1,1.725,0,1.33333333333333,1.5
0.584427755910726,12,1,1.75,0,1.33333333333333,1.5
0.6075747359377,12,1,1.775,0,1.33333333333333,1.5
0.628733049550004,12,1,1.8,0,1.33333333333333,1.5
0.647504664967314,12,1,1.825,0,1.33333333333333,1.5
0.663561994812079,12,1,1.85,0,1.33333333333333,1.5
0.676669902165079,12,1,1.875,0,1.33333333333333,1.5
0.686700395954341,12,1,1.9,0,1.33333333333333,1.5
0.693638187924811,12,1,1.925,0,1.33333333333333,1.5
0.697576714996346,12,1,1.95,0,1.33333333333333,1.5
0.698705691000929,12,1,1.975,0,1.33333333333333,1.5
0.697292395030463,12,1,2,0,1.33333333333333,1.5
0.693659505030249,12,1,2.025,0,1.33333333333333,1.5
0.688162297369686,12,1,2.05,0,1.33333333333333,1.5
0.68116756873541,12,1,2.075,0,1.33333333333333,1.5
0.673035899651225,12,1,2.1,0,1.33333333333333,1.5
0.664108082545037,12,1,2.125,0,1.33333333333333,1.5
0.654695844327415,12,1,2.15,0,1.33333333333333,1.5
0.645076491518197,12,1,2.175,0,1.33333333333333,1.5
0.635490813384535,12,1,2.2,0,1.33333333333333,1.5
0.626143466774331,12,1,2.225,0,1.33333333333333,1.5
0.617205085030549,12,1,2.25,0,1.33333333333333,1.5
0.608815450006246,12,1,2.275,0,1.33333333333333,1.5
0.601087197221056,12,1,2.3,0,1.33333333333333,1.5
0.594109659122376,12,1,2.325,0,1.33333333333333,1.5
0.587952572239967,12,1,2.35,0,1.33333333333333,1.5
0.582669472484542,12,1,2.375,0,1.33333333333333,1.5
0.578300677179995,12,1,2.4,0,1.33333333333333,1.5
0.574875804597487,12,1,2.425,0,1.33333333333333,1.5
0.572415815434327,12,1,2.45,0,1.33333333333333,1.5
0.570934579921597,12,1,2.475,0,1.33333333333333,1.5
0.00706322115623702,12,2,0,1,3.88888888888889,4
0.00832972567938326,12,2,0.025,1,3.88888888888889,4
0.0106429549157364,12,2,0.05,1,3.88888888888889,4
0.0129778048812652,12,2,0.075,1,3.88888888888889,4
0.0154318606123509,12,2,0.1,1,3.88888888888889,4
0.0180137895750255,12,2,0.125,1,3.88888888888889,4
0.0202607597168698,12,2,0.15,1,3.88888888888889,4
0.0212430375965821,12,2,0.175,1,3.88888888888889,4
0.0202140631432562,12,2,0.2,1,3.88888888888889,4
0.0174768732102114,12,2,0.225,1,3.88888888888889,4
0.0141236081715469,12,2,0.25,1,3.88888888888889,4
0.0110465839505901,12,2,0.275,1,3.88888888888889,4
0.00858160510205529,12,2,0.3,1,3.88888888888889,4
0.00671900366200618,12,2,0.325,1,3.88888888888889,4
0.00533713415292448,12,2,0.35,1,3.88888888888889,4
0.00431029954493932,12,2,0.375,1,3.88888888888889,4
0.00353895391483262,12,2,0.4,1,3.88888888888889,4
0.00295095129330056,12,2,0.425,1,3.88888888888889,4
0.00249556960462293,12,2,0.45,1,3.88888888888889,4
0.00213735211725918,12,2,0.475,1,3.88888888888889,4
0.00185137133906908,12,2,0.5,1,3.88888888888889,4
0.00161990749896764,12,2,0.525,1,3.88888888888889,4
0.00143019471449268,12,2,0.55,1,3.88888888888889,4
0.00127290483213555,12,2,0.575,1,3.88888888888889,4
0.00114112466330525,12,2,0.6,1,3.88888888888889,4
0.00102966020459118,12,2,0.625,1,3.88888888888889,4
0.000934557963462378,12,2,0.65,1,3.88888888888889,4
0.000852771515927275,12,2,0.675,1,3.88888888888889,4
0.000781926225535122,12,2,0.7,1,3.88888888888889,4
0.000720151089785179,12,2,0.725,1,3.88888888888889,4
0.000665957056525991,12,2,0.75,1,3.88888888888889,4
0.000618147907746855,12,2,0.775,1,3.88888888888889,4
0.000575754244637412,12,2,0.8,1,3.88888888888889,4
0.000537984052022867,12,2,0.825,1,3.88888888888889,4
0.000504185295990829,12,2,0.85,1,3.88888888888889,4
0.00047381734941986,12,2,0.875,1,3.88888888888889,4
0.000446428960501547,12,2,0.9,1,3.88888888888889,4
0.000421641118126402,12,2,0.925,1,3.88888888888889,4
0.000399133616134511,12,2,0.95,1,3.88888888888889,4
0.000378634436096729,12,2,0.975,1,3.88888888888889,4
0.00035991129573373,12,2,1,1,3.88888888888889,4
0.000342764874489888,12,2,1.025,1,3.88888888888889,4
0.000327023347718662,12,2,1.05,1,3.88888888888889,4
0.000312537949203938,12,2,1.075,1,3.88888888888889,4
0.000299179347246731,12,2,1.1,1,3.88888888888889,4
0.000286834668549015,12,2,1.125,1,3.88888888888889,4
0.000275405041064568,12,2,1.15,1,3.88888888888889,4
0.000264803555034456,12,2,1.175,1,3.88888888888889,4
0.00025495356287092,12,2,1.2,1,3.88888888888889,4
0.000245787255061254,12,2,1.225,1,3.88888888888889,4
0.000237244462051229,12,2,1.25,1,3.88888888888889,4
0.000229271642034422,12,2,1.275,1,3.88888888888889,4
0.000221821022387406,12,2,1.3,1,3.88888888888889,4
0.000214849868650585,12,2,1.325,1,3.88888888888889,4
0.000208319859836727,12,2,1.35,1,3.88888888888889,4
0.000202196552738815,12,2,1.375,1,3.88888888888889,4
0.000196448921022925,12,2,1.4,1,3.88888888888889,4
0.000191048957396871,12,2,1.425,1,3.88888888888889,4
0.000185971329169679,12,2,1.45,1,3.88888888888889,4
0.000181193079160009,12,2,1.475,1,3.88888888888889,4
0.000176693365250811,12,2,1.5,1,3.88888888888889,4
0.000172453232983512,12,2,1.525,1,3.88888888888889,4
0.000168455416485491,12,2,1.55,1,3.88888888888889,4
0.000164684163767217,12,2,1.575,1,3.88888888888889,4
0.000161125083040073,12,2,1.6,1,3.88888888888889,4
0.000157765007216476,12,2,1.625,1,3.88888888888889,4
0.000154591874179388,12,2,1.65,1,3.88888888888889,4
0.000151594620764146,12,2,1.675,1,3.88888888888889,4
0.000148763088693974,12,2,1.7,1,3.88888888888889,4
0.0001460879409617,12,2,1.725,1,3.88888888888889,4
0.000143560587362112,12,2,1.75,1,3.88888888888889,4
0.000141173118058756,12,2,1.775,1,3.88888888888889,4
0.000138918244221255,12,2,1.8,1,3.88888888888889,4
0.000136789244898726,12,2,1.825,1,3.88888888888889,4
0.000134779919405495,12,2,1.85,1,3.88888888888889,4
0.000132884544589842,12,2,1.875,1,3.88888888888889,4
0.000131097836437677,12,2,1.9,1,3.88888888888889,4
0.000129414915532742,12,2,1.925,1,3.88888888888889,4
0.000127831275955127,12,2,1.95,1,3.88888888888889,4
0.00012634275725176,12,2,1.975,1,3.88888888888889,4
0.000124945519157566,12,2,2,1,3.88888888888889,4
0.000123636018785033,12,2,2.025,1,3.88888888888889,4
0.000122410990033883,12,2,2.05,1,3.88888888888889,4
0.000121267425002223,12,2,2.075,1,3.88888888888889,4
0.000120202557206457,12,2,2.1,1,3.88888888888889,4
0.000119213846439955,12,2,2.125,1,3.88888888888889,4
0.000118298965120465,12,2,2.15,1,3.88888888888889,4
0.000117455785993838,12,2,2.175,1,3.88888888888889,4
0.000116682371077215,12,2,2.2,1,3.88888888888889,4
0.000115976961738591,12,2,2.225,1,3.88888888888889,4
0.000115337969821975,12,2,2.25,1,3.88888888888889,4
0.000114763969738301,12,2,2.275,1,3.88888888888889,4
0.000114253691452085,12,2,2.3,1,3.88888888888889,4
0.000113806014302673,12,2,2.325,1,3.88888888888889,4
0.00011341996160693,12,2,2.35,1,3.88888888888889,4
0.000113094695997542,12,2,2.375,1,3.88888888888889,4
0.00011282951545777,12,2,2.4,1,3.88888888888889,4
0.000112623850019687,12,2,2.425,1,3.88888888888889,4
0.000112477259098689,12,2,2.45,1,3.88888888888889,4
0.000112389429442437,12,2,2.475,1,3.88888888888889,4
0.00163268947728494,12,2,0,1,2.72222222222222,2.94444444444444
0.0079693721796149,12,2,0.025,1,2.72222222222222,2.94444444444444
0.0100102687280378,12,2,0.05,1,2.72222222222222,2.94444444444444
0.0111274688979273,12,2,0.075,1,2.72222222222222,2.94444444444444
0.012373820122838,12,2,0.1,1,2.72222222222222,2.94444444444444
0.0140293983209181,12,2,0.125,1,2.72222222222222,2.94444444444444
0.0162850649425823,12,2,0.15,1,2.72222222222222,2.94444444444444
0.0193010144693863,12,2,0.175,1,2.72222222222222,2.94444444444444
0.0230687573447425,12,2,0.2,1,2.72222222222222,2.94444444444444
0.0269864018761191,12,2,0.225,1,2.72222222222222,2.94444444444444
0.0293016085673695,12,2,0.25,1,2.72222222222222,2.94444444444444
0.0278449227886488,12,2,0.275,1,2.72222222222222,2.94444444444444
0.0227743885938278,12,2,0.3,1,2.72222222222222,2.94444444444444
0.0167335671045403,12,2,0.325,1,2.72222222222222,2.94444444444444
0.0117289545831547,12,2,0.35,1,2.72222222222222,2.94444444444444
0.0081735400574711,12,2,0.375,1,2.72222222222222,2.94444444444444
0.00577670319043928,12,2,0.4,1,2.72222222222222,2.94444444444444
0.00417039590869712,12,2,0.425,1,2.72222222222222,2.94444444444444
0.00307918541042801,12,2,0.45,1,2.72222222222222,2.94444444444444
0.00232248526168518,12,2,0.475,1,2.72222222222222,2.94444444444444
0.00178600397555497,12,2,0.5,1,2.72222222222222,2.94444444444444
0.00139741174704212,12,2,0.525,1,2.72222222222222,2.94444444444444
0.00111029144737976,12,2,0.55,1,2.72222222222222,2.94444444444444
0.000894276199558368,12,2,0.575,1,2.72222222222222,2.94444444444444
0.000729083539099608,12,2,0.6,1,2.72222222222222,2.94444444444444
0.000600886472546659,12,2,0.625,1,2.72222222222222,2.94444444444444
0.000500073730858121,12,2,0.65,1,2.72222222222222,2.94444444444444
0.000419842127362904,12,2,0.675,1,2.72222222222222,2.94444444444444
0.000355294708791463,12,2,0.7,1,2.72222222222222,2.94444444444444
0.000302851818025279,12,2,0.725,1,2.72222222222222,2.94444444444444
0.000259859362130084,12,2,0.75,1,2.72222222222222,2.94444444444444
0.000224323675213223,12,2,0.775,1,2.72222222222222,2.94444444444444
0.000194729108185857,12,2,0.8,1,2.72222222222222,2.94444444444444
0.000169910602933614,12,2,0.825,1,2.72222222222222,2.94444444444444
0.000148963401288814,12,2,0.85,1,2.72222222222222,2.94444444444444
0.000131178213538379,12,2,0.875,1,2.72222222222222,2.94444444444444
0.000115994089537203,12,2,0.9,1,2.72222222222222,2.94444444444444
0.000102963762238126,12,2,0.925,1,2.72222222222222,2.94444444444444
9.17278878265246e-05,12,2,0.95,1,2.72222222222222,2.94444444444444
8.19957055950202e-05,12,2,0.975,1,2.72222222222222,2.94444444444444
7.35303807172109e-05,12,2,1,1,2.72222222222222,2.94444444444444
6.61377978669126e-05,12,2,1.025,1,2.72222222222222,2.94444444444444
5.96579221679486e-05,12,2,1.05,1,2.72222222222222,2.94444444444444
5.39580873897012e-05,12,2,1.075,1,2.72222222222222,2.94444444444444
4.89277431737488e-05,12,2,1.1,1,2.72222222222222,2.94444444444444
4.4474315670583e-05,12,2,1.125,1,2.72222222222222,2.94444444444444
4.05199242601541e-05,12,2,1.15,1,2.72222222222222,2.94444444444444
